CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
14245,220,108,1693.45,1,4,4,144
14246,111,75,1474.06,2,4,4,244
14247,278,20,136.76999999999998,1,2,1,121
14248,318,8,302.58,1,1,2,112
14250,7,111,1904.05,5,4,4,544
14251,2,78,2879.7000000000003,5,4,5,545
14256,260,53,969.0600000000001,1,3,4,134
14257,64,106,3099.7200000000003,3,4,5,345
14258,9,111,12669.98,5,4,5,545
14259,142,5,120.0,2,1,1,211
14261,51,52,1163.45,3,3,4,334
14262,8,143,2618.23,5,5,5,555
14264,155,17,333.97,2,2,2,222
14265,109,31,530.18,2,3,3,233
14267,163,55,1516.24,2,3,4,234
14270,332,29,492.65000000000003,1,2,3,123
14271,226,10,112.32,1,1,1,111
14272,74,33,437.96,2,3,2,232
14273,51,29,559.97,3,2,3,323
14276,99,64,1119.74,2,4,4,244
14277,15,225,4216.2,4,5,5,455
14280,197,8,134.04,1,1,1,111
14282,3,156,3729.34,5,5,5,555
14284,31,32,595.25,4,3,3,433
14285,21,27,1910.01,4,2,4,424
14286,24,280,4628.75,4,5,5,455
14287,8,9,176.63,5,1,1,511
14288,213,16,426.6,1,2,2,122
14289,9,47,911.26,5,3,3,533
14290,11,101,2314.65,5,4,5,545
14291,2,237,3883.25,5,5,5,555
14292,8,100,4871.93,5,4,5,545
14293,3,61,1046.56,5,4,4,544
14295,40,5,166.20000000000002,3,1,1,311
14297,18,62,1305.33,4,4,4,444
14298,8,1637,51527.3,5,5,5,555
14299,8,143,3965.62,5,5,5,555
14300,19,3,43.2,4,1,1,411
14301,117,13,640.14,2,1,3,213
14304,223,17,383.45,1,2,2,122
14305,71,105,1858.96,3,4,4,344
14306,51,33,2093.32,3,3,5,335
14307,89,180,2995.72,2,5,5,255
14309,8,117,2352.53,5,4,5,545
14311,243,20,310.26,1,2,2,122
14312,47,87,1611.59,3,4,4,344
14314,107,8,120.0,2,1,1,211
14315,45,101,2481.13,3,4,5,345
14317,65,24,508.58000000000004,3,2,3,323
14320,207,31,477.79,1,3,2,132
14321,11,123,1530.75,5,5,4,554
14323,115,36,605.0600000000001,2,3,3,233
14326,242,8,183.85,1,1,1,111
14327,163,12,311.65,2,1,2,212
14329,17,259,5014.84,4,5,5,455
14331,124,28,462.65999999999997,2,2,2,222
14332,23,26,866.31,4,2,3,423
14333,68,15,415.2,3,2,2,322
14334,17,162,2552.21,4,5,5,455
14335,16,63,468.26,4,4,2,442
14336,17,90,1614.91,4,4,4,444
14338,161,31,588.22,2,3,3,233
14339,243,14,309.52,1,2,2,122
14340,219,6,134.7,1,1,1,111
14341,45,129,2182.28,3,5,5,355
14342,21,21,668.5600000000001,4,2,3,423
14344,127,71,889.9300000000001,2,4,3,243
14345,39,6,108.97999999999999,3,1,1,311
14346,121,60,1021.58,2,4,4,244
14348,260,18,409.57,1,2,2,122
14349,10,31,133.5,5,3,1,531
14350,274,18,282.93,1,2,2,122
14351,165,1,51.0,2,1,1,211
14352,157,47,1078.96,2,3,4,234
14353,215,6,90.6,1,1,1,111
14354,6,9,163.62,5,1,1,511
14355,366,11,174.4,1,1,1,111
14356,80,33,701.23,2,3,3,233
14357,43,41,225.77,3,3,1,331
14359,19,55,912.18,4,3,3,433
14360,32,118,2128.23,4,4,5,445
14362,22,41,161.2,4,3,1,431
14364,109,69,3717.35,2,4,5,245
14367,8,524,9261.52,5,5,5,555
14368,320,8,155.0,1,1,1,111
14371,295,4,100.5,1,1,1,111
14373,358,4,76.55,1,1,1,111
14375,185,75,257.68,1,4,2,142
14377,191,11,617.05,1,1,3,113
14379,44,46,348.1,3,3,2,332
14381,52,56,202.68,3,3,1,331
14382,26,131,626.0699999999999,4,5,3,453
14383,38,59,1247.69,3,4,4,344
14385,9,14,202.11,5,2,1,521
14386,297,7,142.4,1,1,1,111
14387,33,140,1770.56,4,5,4,454
14388,10,186,3212.84,5,5,5,555
14389,65,45,1043.46,3,3,4,334
14390,10,286,4652.82,5,5,5,555
14393,218,5,67.95,1,1,1,111
14395,2,350,3507.71,5,5,5,555
14396,65,73,487.99,3,4,2,342
14397,3,87,2612.96,5,4,5,545
14400,149,25,574.7,2,2,3,223
14401,4,182,4051.48,5,5,5,555
14403,130,20,1475.81,2,2,4,224
14404,34,103,1474.32,3,4,4,344
14406,119,8,156.75,2,1,1,211
14407,107,73,2157.73,2,4,5,245
14408,11,107,2606.53,5,4,5,545
14409,71,54,2059.4500000000003,3,3,5,335
14410,92,193,1105.07,2,5,4,254
14411,311,14,1063.0,1,2,4,124
14412,43,43,770.03,3,3,3,333
14413,362,23,122.7,1,2,1,121
14414,92,97,1496.98,2,4,4,244
14415,1,590,5900.28,5,5,5,555
14416,22,14,490.22,4,2,3,423
14418,4,124,1937.25,5,5,4,554
14419,11,206,1058.06,5,5,4,554
14420,99,29,387.52,2,2,2,222
14421,57,27,813.11,3,2,3,323
14422,1,222,4263.64,5,5,5,555
14423,218,3,265.2,1,1,2,112
14424,18,1,322.08,4,1,2,412
14426,24,224,4481.67,4,5,5,455
14427,50,17,363.34000000000003,3,2,2,322
14428,7,144,1244.83,5,5,4,554
14431,303,17,470.36,1,2,2,122
14432,10,382,2255.51,5,5,5,555
14434,22,12,1372.8,4,1,4,414
14436,99,9,89.06,2,1,1,211
14437,366,5,63.0,1,1,1,111
14438,306,9,131.9,1,1,1,111
14439,320,32,2661.24,1,3,5,135
14440,8,55,2357.6800000000003,5,3,5,535
14441,1,51,1712.89,5,3,4,534
14442,205,63,1589.82,1,4,4,144
14443,54,93,1420.2,3,4,4,344
14446,1,293,1039.58,5,5,4,554
14447,19,70,1163.23,4,4,4,444
14448,9,20,375.35,5,2,2,522
14449,19,258,907.1,4,5,3,453
14450,181,40,483.25,1,3,2,132
14451,60,109,662.59,3,4,3,343
14452,11,62,264.44,5,4,2,542
14453,190,22,119.93,1,2,1,121
14456,5,970,3062.4,5,5,5,555
14457,311,4,113.64,1,1,1,111
14459,155,37,1837.92,2,3,4,234
14460,110,16,434.34,2,2,2,222
14461,148,180,2103.06,2,5,5,255
14462,66,240,2004.02,3,5,4,354
14463,98,6,529.62,2,1,3,213
14465,247,130,1058.6200000000001,1,5,4,154
14466,29,72,2272.4,4,4,5,445
14467,18,90,598.76,4,4,3,443
14470,12,43,461.19,5,3,2,532
14472,104,281,1936.84,2,5,4,254
14473,74,7,234.34000000000003,2,1,1,211
14474,46,29,547.66,3,2,3,323
14475,72,42,925.85,3,3,3,333
14476,257,19,215.7,1,2,1,121
14477,20,10,1309.6,4,1,4,414
14479,254,18,316.25,1,2,2,122
14480,11,13,279.05,5,1,2,512
14481,165,30,636.51,2,3,3,233
14482,18,144,2068.15,4,5,5,455
14483,282,9,137.1,1,1,1,111
14484,50,14,321.92,3,2,2,322
14485,39,47,165.75,3,3,1,331
14487,27,144,1196.33,4,5,4,454
14488,68,46,1064.28,3,3,4,334
14489,207,30,463.38,1,3,2,132
14491,175,17,340.93,2,2,2,222
14493,7,120,2383.2400000000002,5,4,5,545
14494,26,7,139.56,4,1,1,411
14495,51,6,123.8,3,1,1,311
14496,312,19,538.8100000000001,1,2,3,123
14497,309,29,475.37,1,2,2,122
14498,43,193,1957.32,3,5,4,354
14499,26,194,815.32,4,5,3,453
14500,88,7,356.85,2,1,2,212
14501,184,10,251.21,1,1,2,112
14502,20,624,2470.67,4,5,5,455
14503,3,164,3543.26,5,5,5,555
14504,47,107,673.26,3,4,3,343
14505,17,799,5905.64,4,5,5,455
14506,17,316,2012.17,4,5,4,454
14507,24,96,1383.18,4,4,4,444
14508,22,57,276.42,4,3,2,432
14511,11,68,1314.81,5,4,4,544
14512,188,23,275.28,1,2,2,122
14513,101,12,455.59000000000003,2,1,2,212
14514,61,73,1055.35,3,4,4,344
14515,18,101,2102.09,4,4,5,445
14517,33,18,330.45,4,2,2,422
14518,64,16,174.37,3,2,1,321
14520,2,4,270.6,5,1,2,512
14522,24,17,974.54,4,2,4,424
14523,108,12,241.09,2,1,1,211
14524,32,203,1867.68,4,5,4,454
14525,20,291,4332.2,4,5,5,455
14527,3,972,8508.82,5,5,5,555
14528,37,18,364.21999999999997,3,2,2,322
14529,60,229,620.04,3,5,3,353
14530,26,216,2925.91,4,5,5,455
14532,236,64,932.85,1,4,3,143
14533,25,62,1949.72,4,4,4,444
14534,3,519,4447.05,5,5,5,555
14535,60,330,2864.19,3,5,5,355
14536,260,19,171.8,1,2,1,121
14537,58,10,355.56,3,1,2,312
14538,65,19,388.25,3,2,2,322
14539,16,32,537.48,4,3,3,433
14540,10,76,996.26,5,4,4,544
14541,59,111,1461.65,3,4,4,344
14542,186,5,103.25,1,1,1,111
14543,29,72,3630.33,4,4,5,445
14544,24,114,2024.45,4,4,4,444
14546,5,399,2578.09,5,5,5,555
14547,4,366,4007.54,5,5,5,555
14548,151,4,652.8,2,1,3,213
14549,311,56,289.24,1,3,2,132
14550,11,48,765.62,5,3,3,533
14551,18,10,186.23,4,1,1,411
14552,152,58,165.07,2,3,1,231
14553,19,113,859.27,4,4,3,443
14554,10,216,2381.04,5,5,5,555
14555,57,21,324.14,3,2,2,322
14557,85,16,788.38,2,2,3,223
14560,7,74,2237.77,5,4,5,545
14561,76,69,1080.76,2,4,4,244
14562,4,423,5074.77,5,5,5,555
14565,96,127,3099.12,2,5,5,255
14566,111,4,1432.0,2,1,4,214
14567,57,33,1530.3600000000001,3,3,4,334
14569,1,12,227.39,5,1,1,511
14570,281,29,218.06,1,2,1,121
14572,3,270,2832.84,5,5,5,555
14573,180,235,1653.42,1,5,4,154
14576,372,1,35.400000000000006,1,1,1,111
14577,13,123,859.71,5,5,3,553
14578,3,24,168.63,5,2,1,521
14581,17,17,138.6,4,2,1,421
14582,41,6,114.11,3,1,1,311
14583,6,330,1052.55,5,5,4,554
14584,169,100,1042.26,2,4,4,244
14585,50,29,157.05,3,2,1,321
14586,277,19,237.36,1,2,1,121
14587,19,383,1601.14,4,5,4,454
14589,372,3,39.75,1,1,1,111
14591,15,197,1447.14,4,5,4,454
14592,35,164,570.46,3,5,3,353
14593,22,152,617.99,4,5,3,453
14594,7,53,379.83,5,3,2,532
14595,20,102,1740.6,4,4,4,444
14597,11,55,883.15,5,3,3,533
14598,44,50,221.97,3,3,1,331
14600,306,25,393.33000000000004,1,2,2,122
14601,11,7,213.96,5,1,1,511
14603,275,2,660.0,1,1,3,113
14606,1,2700,12156.65,5,5,5,555
14607,16,86,16569.5,4,4,5,445
14608,4,20,1785.15,5,2,4,524
14609,72,4,601.56,3,1,3,313
14616,243,3,406.08000000000004,1,1,2,112
14618,9,16,553.44,5,2,3,523
14619,246,20,394.44,1,2,2,122
14620,206,26,412.78000000000003,1,2,2,122
14621,1,92,1788.3600000000001,5,4,4,544
14622,185,21,320.58000000000004,1,2,2,122
14623,32,134,889.25,4,5,3,453
14624,57,13,225.85,3,1,1,311
14625,196,53,899.63,1,3,3,133
14626,24,122,2791.27,4,5,5,455
14628,91,24,671.96,2,2,3,223
14629,4,152,959.01,5,5,4,554
14631,51,41,1006.98,3,3,4,334
14632,263,8,114.56,1,1,1,111
14633,266,20,344.90000000000003,1,2,2,122
14636,36,28,609.85,3,2,3,323
14638,51,16,443.6,3,2,2,322
14639,52,172,2984.49,3,5,5,355
14640,24,106,2125.08,4,4,5,445
14641,22,7,110.46,4,1,1,411
14642,59,2,96.12,3,1,1,311
14643,170,31,693.8100000000001,2,3,3,233
14644,68,26,830.76,3,2,3,323
14645,157,30,597.09,2,3,3,233
14646,2,2076,280206.02,5,5,5,555
14647,201,30,243.22,1,3,1,131
14649,5,199,1417.29,5,5,4,554
14651,67,102,654.6,3,4,3,343
14652,77,29,114.18,2,2,1,221
14653,1,237,1947.55,5,5,4,554
14655,8,49,1932.23,5,3,4,534
14656,169,80,291.05,2,4,2,242
14657,18,126,848.22,4,5,3,453
14658,5,29,247.15,5,2,1,521
14659,9,253,2529.93,5,5,5,555
14660,87,30,285.74,2,3,2,232
14661,27,4,107.95,4,1,1,411
14662,29,168,771.17,4,5,3,453
14664,20,99,637.89,4,4,3,443
14665,61,90,1835.7,3,4,4,344
14666,24,14,195.25,4,2,1,421
14667,11,573,9241.2,5,5,5,555
14669,242,170,1269.99,1,5,4,154
14670,280,132,411.53,1,5,2,152
14672,235,61,765.55,1,4,3,143
14673,3,74,1736.4,5,4,4,544
14675,16,102,604.75,4,4,3,443
14676,31,42,2548.2400000000002,4,3,5,435
14680,25,258,28754.11,4,5,5,455
14681,71,7,498.95,3,1,3,313
14682,188,2,52.0,1,1,1,111
14684,26,421,1236.28,4,5,4,454
14687,107,15,628.38,2,2,3,223
14688,8,327,5630.87,5,5,5,555
14689,209,13,112.8,1,1,1,111
14690,44,50,371.7,3,3,2,332
14691,31,71,2114.33,4,4,5,445
14692,137,68,591.55,2,4,3,243
14693,265,8,172.9,1,1,1,111
14696,4,130,2078.95,5,5,5,555
14697,218,22,188.60999999999999,1,2,1,121
14698,2,210,1250.76,5,5,4,554
14699,214,8,109.13000000000001,1,1,1,111
14700,32,115,2235.3,4,4,5,445
14701,11,335,2549.37,5,5,5,555
14702,1,347,3292.14,5,5,5,555
14703,15,22,318.17,4,2,2,422
14704,11,415,1546.91,5,5,4,554
14705,199,1,179.0,1,1,1,111
14708,3,28,1126.37,5,2,4,524
14709,15,196,4921.04,4,5,5,455
14710,14,139,606.13,4,5,3,453
14711,10,357,2868.8,5,5,5,555
14712,29,25,917.07,4,2,3,423
14713,9,339,2666.36,5,5,5,555
14714,24,10,160.19,4,1,1,411
14715,25,71,867.38,4,4,3,443
14716,43,55,329.68,3,3,2,332
14719,2,237,1602.13,5,5,4,554
14720,6,37,663.81,5,3,3,533
14722,147,29,187.92000000000002,2,2,1,221
14723,10,278,1158.3,5,5,4,554
14725,25,52,718.08,4,3,3,433
14727,274,10,268.58,1,1,2,112
14729,374,71,313.49,1,4,2,142
14730,1,501,2005.06,5,5,4,554
14731,47,45,380.02,3,3,2,332
14732,8,147,2702.4900000000002,5,5,5,555
14733,16,202,9585.91,4,5,5,455
14735,4,194,6065.69,5,5,5,555
14737,4,17,1164.55,5,2,4,524
14738,43,54,1314.45,3,3,4,334
14739,4,60,3902.28,5,4,5,545
14740,197,89,1448.21,1,4,4,144
14741,12,59,1400.34,5,4,4,544
14744,16,26,1099.98,4,2,4,424
14745,113,69,1220.26,2,4,4,244
14747,249,18,328.2,1,2,2,122
14748,29,89,1415.75,4,4,4,444
14752,44,5,389.64,3,1,2,312
14753,87,30,563.15,2,3,3,233
14754,45,41,638.05,3,3,3,333
14755,10,235,5010.28,5,5,5,555
14756,15,38,738.96,4,3,3,433
14757,75,19,420.5,2,2,2,222
14758,145,71,1484.06,2,4,4,244
14759,5,102,1625.97,5,4,4,544
14760,297,5,89.2,1,1,1,111
14761,59,11,255.9,3,1,2,312
14762,264,21,300.52,1,2,2,122
14764,47,6,278.3,3,1,2,312
14765,29,39,254.11,4,3,2,432
14766,8,135,2473.37,5,5,5,555
14768,17,5,192.60000000000002,4,1,1,411
14769,3,1090,10674.75,5,5,5,555
14770,232,52,876.42,1,3,3,133
14772,112,9,139.26,2,1,1,211
14775,58,60,1011.9,3,4,4,344
14776,51,117,2538.3,3,4,5,345
14778,127,35,730.86,2,3,3,233
14779,281,41,386.15,1,3,2,132
14780,55,27,447.68,3,2,2,322
14782,320,6,200.10000000000002,1,1,1,111
14784,26,15,289.99,4,2,2,422
14785,10,3,77.4,5,1,1,511
14788,7,30,679.4399999999999,5,3,3,533
14789,29,6,197.64,4,1,1,411
14790,17,46,745.06,4,3,3,433
14792,64,2,6.2,3,1,1,311
14793,21,14,228.99,4,2,1,421
14794,3,80,1319.91,5,4,4,544
14795,166,6,131.45000000000002,2,1,1,211
14796,1,1141,8022.49,5,5,5,555
14798,53,12,173.74,3,1,1,311
14799,51,13,157.7,3,1,1,311
14800,48,385,4339.74,3,5,5,355
14801,61,59,193.14,3,4,1,341
14803,162,44,845.55,2,3,3,233
14804,9,12,353.27,5,1,2,512
14805,15,47,554.65,4,3,3,433
14806,75,11,193.39000000000001,2,1,1,211
14808,40,235,2741.17,3,5,5,355
14810,41,255,2087.88,3,5,5,355
14813,370,30,155.43,1,3,1,131
14815,37,53,778.5,3,3,3,333
14816,197,4,271.85,1,1,2,112
14817,200,63,1110.34,1,4,4,144
14818,74,48,657.8,2,3,3,233
14819,64,13,272.07,3,1,2,312
14820,21,29,507.29,4,2,3,423
14821,367,2,48.800000000000004,1,1,1,111
14823,180,70,321.43,1,4,2,142
14824,10,29,1127.71,5,2,4,524
14825,4,121,2226.91,5,4,5,545
14828,197,17,2139.76,1,2,5,125
14829,29,42,697.55,4,3,3,433
14830,53,40,197.13,3,3,1,331
14834,18,67,1720.3,4,4,4,444
14836,10,6,102.44999999999999,5,1,1,511
14837,90,108,1649.5,2,4,4,244
14840,268,4,62.85,1,1,1,111
14841,53,138,3295.76,3,5,5,355
14842,44,145,2824.69,3,5,5,355
14844,64,130,3189.81,3,5,5,355
14847,149,13,309.4,2,1,2,212
14849,22,388,7930.54,4,5,5,455
14850,312,21,325.75,1,2,2,122
14851,23,28,511.35,4,2,3,423
14852,58,143,2836.69,3,5,5,355
14853,24,9,475.8,4,1,2,412
14854,78,127,2759.83,2,5,5,255
14855,119,20,645.65,2,2,3,223
14856,36,66,1311.3799999999999,3,4,4,344
14857,60,60,1173.12,3,4,4,344
14859,13,58,1353.74,5,3,4,534
14860,19,11,170.32,4,1,1,411
14861,52,6,125.79,3,1,1,311
14862,26,48,841.1999999999999,4,3,3,433
14863,29,11,266.76,4,1,2,412
14865,7,4,52.2,5,1,1,511
14866,11,99,14389.9,5,4,5,545
14867,186,36,710.28,1,3,3,133
14868,3,144,2953.59,5,5,5,555
14869,9,71,725.7,5,4,3,543
14870,262,13,327.25,1,1,2,112
14871,3,98,522.38,5,4,3,543
14873,210,28,519.68,1,2,3,123
14875,108,47,1465.3200000000002,2,3,4,234
14878,13,124,1485.54,5,5,4,554
14880,77,47,706.19,2,3,3,233
14881,20,17,255.4,4,2,2,422
14882,27,11,589.7,4,1,3,413
14883,19,53,761.59,4,3,3,433
14885,132,15,765.3199999999999,2,2,3,223
14886,253,18,364.8,1,2,2,122
14887,79,6,1862.0,2,1,4,214
14888,207,20,369.2,1,2,2,122
14889,336,10,135.9,1,1,1,111
14890,254,7,125.65,1,1,1,111
14891,148,33,554.38,2,3,3,233
14893,10,73,1237.8500000000001,5,4,4,544
14894,85,23,655.75,2,2,3,223
14895,8,498,11138.710000000001,5,5,5,555
14896,205,43,468.77000000000004,1,3,2,132
14897,8,55,1366.38,5,3,4,534
14898,23,116,1303.52,4,4,4,444
14901,11,96,1421.29,5,4,4,544
14902,26,20,332.66,4,2,2,422
14903,21,355,2810.63,4,5,5,455
14904,2,69,1025.44,5,4,4,544
14905,158,17,616.15,2,2,3,223
14907,3,165,3501.1,5,5,5,555
14908,74,9,277.8,2,1,2,212
14910,3,30,434.35,5,3,2,532
14911,1,5675,143825.06,5,5,5,555
14912,17,27,867.85,4,2,3,423
14913,36,87,1227.43,3,4,4,344
14915,91,12,307.48,2,1,2,212
14916,71,77,1268.98,3,4,4,344
14918,116,45,1610.15,2,3,4,234
14920,213,57,977.77,1,3,4,134
14921,30,78,1316.07,4,4,4,444
14923,51,44,749.1,3,3,3,333
14924,246,10,310.05,1,1,2,112
14929,32,11,223.88,4,1,1,411
14930,109,128,2372.86,2,5,5,255
14931,5,41,1257.68,5,3,4,534
14932,366,17,363.53,1,2,2,122
14934,82,87,1890.94,2,4,4,244
14935,297,10,1784.71,1,1,4,114
14936,34,364,8137.02,3,5,5,355
14937,57,34,1621.88,3,3,4,334
14944,30,170,5900.25,4,5,5,455
14946,14,3,100.9,4,1,1,411
14947,72,14,290.82,3,2,2,322
14948,23,63,1101.97,4,4,4,444
14950,19,19,371.2,4,2,2,422
14951,79,20,311.69,2,2,2,222
14952,60,138,8099.49,3,5,5,355
14953,25,55,289.82,4,3,2,432
14954,12,85,336.17,5,4,2,542
14957,253,12,58.49,1,1,1,111
14958,147,42,499.68,2,3,3,233
14959,64,59,695.42,3,4,3,343
14960,8,27,221.27,5,2,1,521
14961,11,312,7044.68,5,5,5,555
14962,271,5,126.7,1,1,1,111
14963,10,198,1487.8,5,5,4,554
14964,247,13,206.21,1,1,1,111
14965,96,83,599.0,2,4,3,243
14966,15,38,191.32,4,3,1,431
14967,50,6,463.8,3,1,2,312
14968,30,37,147.59,4,3,1,431
14970,68,34,1592.06,3,3,4,334
14971,35,160,1116.57,3,5,4,354
14972,128,18,114.77,2,2,1,221
14973,107,32,1314.45,2,3,4,234
14974,37,21,114.39,3,2,1,321
14975,57,11,279.94,3,1,2,312
14976,57,72,790.86,3,4,3,343
14978,72,216,1931.42,3,5,4,354
14981,246,8,102.12,1,1,1,111
14984,19,41,213.27,4,3,1,431
14985,198,87,296.75,1,4,2,142
14987,16,4,326.4,4,1,2,412
14988,212,40,334.54,1,3,2,132
14995,39,61,233.23000000000002,3,4,1,341
14997,46,26,546.1999999999999,3,2,3,323
14998,170,75,429.87,2,4,2,242
15000,48,77,490.52,3,4,3,343
15002,116,115,1641.76,2,4,4,244
15004,147,158,1246.32,2,5,4,254
15005,16,1119,6316.57,4,5,5,455
15006,51,144,502.09,3,5,3,353
15007,159,12,156.91,2,1,1,211
15009,12,182,1261.78,5,5,4,554
15010,36,20,308.94,3,2,2,322
15012,54,128,423.04,3,5,2,352
15014,43,35,260.17,3,3,2,332
15016,173,20,170.04,2,2,1,221
15017,34,20,125.58,3,2,1,321
15018,39,31,496.21000000000004,3,3,3,333
15019,267,70,266.0,1,4,2,142
15021,9,472,1914.82,5,5,4,554
15022,12,135,905.04,5,5,3,553
15023,3,562,6802.76,5,5,5,555
15024,10,155,1661.33,5,5,4,554
15025,33,72,377.01,4,4,2,442
15026,80,61,469.0,2,4,2,242
15027,31,35,1066.1499999999999,4,3,4,434
15028,8,48,627.13,5,3,3,533
15030,72,7,518.28,3,1,3,313
15031,4,111,668.14,5,4,3,543
15032,256,52,4959.1,1,3,5,135
15033,5,510,2586.67,5,5,5,555
15034,16,394,4308.61,4,5,5,455
15035,90,27,252.73000000000002,2,2,2,222
15036,72,127,465.55,3,5,2,352
15038,59,130,705.49,3,5,3,353
15039,10,1502,19914.44,5,5,5,555
15041,170,67,180.35,2,4,1,241
15042,199,5,135.93,1,1,1,111
15043,31,3,537.0,4,1,3,413
15044,19,453,7700.2300000000005,4,5,5,455
15045,152,12,735.66,2,1,3,213
15046,9,206,5213.7699999999995,5,5,5,555
15047,270,22,343.62,1,2,2,122
15048,65,97,384.05,3,4,2,342
15049,274,3,121.17000000000002,1,1,1,111
15050,25,78,1782.09,4,4,4,444
15051,23,143,1391.61,4,5,4,454
15052,319,30,215.78,1,3,1,131
15053,5,71,697.79,5,4,3,543
15054,12,114,302.1,5,4,2,542
15057,275,25,1489.5,1,2,4,124
15058,25,276,2124.9900000000002,4,5,5,455
15059,41,237,1337.72,3,5,4,354
15060,8,121,303.09,5,4,2,542
15061,4,403,54534.14,5,5,5,555
15062,71,57,987.86,3,3,4,334
15063,213,5,370.79999999999995,1,1,2,112
15065,38,155,3158.13,3,5,5,355
15066,53,42,893.59,3,3,3,333
15067,78,82,1744.76,2,4,4,244
15068,46,104,553.36,3,4,3,343
15069,179,70,1109.53,2,4,4,244
15070,373,1,106.2,1,1,1,111
15071,94,26,982.07,2,2,4,224
15073,10,54,1043.41,5,3,4,534
15074,105,42,748.87,2,3,3,233
15075,78,27,773.03,2,2,3,223
15076,173,49,880.85,2,3,3,233
15078,7,440,9743.11,5,5,5,555
15079,213,47,895.61,1,3,3,133
15081,22,33,504.8,4,3,3,433
15083,257,5,88.2,1,1,1,111
15087,282,15,306.94,1,2,2,122
15088,21,57,1160.07,4,3,4,434
15089,10,145,2420.84,5,5,5,555
15090,308,23,381.32,1,2,2,122
15091,68,30,480.71,3,3,2,332
15092,215,26,457.81,1,2,2,122
15093,18,108,4597.02,4,4,5,445
15095,104,47,1370.6,2,3,4,234
15096,43,11,219.39000000000001,3,1,1,311
15097,4,25,248.08,5,2,1,521
15098,182,3,39916.5,1,1,5,115
15099,84,23,410.48,2,2,2,222
15100,334,3,876.0,1,1,3,113
15101,9,8,317.53,5,1,2,512
15103,31,35,703.36,4,3,3,433
15104,197,69,1027.44,1,4,4,144
15105,18,101,2298.93,4,4,5,445
15106,18,100,1422.52,4,4,4,444
15107,311,16,319.5,1,2,2,122
15108,142,60,1300.25,2,4,4,244
15109,246,28,484.95,1,2,2,122
15110,24,35,996.1,4,3,4,434
15111,29,84,1567.48,4,4,4,444
15113,10,100,3609.33,5,4,5,545
15114,30,197,2760.56,4,5,5,455
15115,18,21,340.11,4,2,2,422
15116,18,45,1352.75,4,3,4,434
15117,15,79,1551.78,4,4,4,444
15118,134,1,244.8,2,1,1,211
15119,246,14,266.4,1,2,2,122
15120,134,21,358.82,2,2,2,222
15121,50,28,457.72,3,2,2,322
15122,114,82,1633.78,2,4,4,244
15123,7,106,2199.31,5,4,5,545
15124,23,15,184.19,4,2,1,421
15125,25,127,11528.48,4,5,5,455
15127,66,16,406.53,3,2,2,322
15128,60,102,1471.0,3,4,4,344
15129,50,84,3447.4,3,4,5,345
15130,170,22,330.11,2,2,2,222
15132,18,52,977.9300000000001,4,3,4,434
15133,128,29,982.42,2,2,4,224
15134,15,73,1387.99,4,4,4,444
15135,239,9,139.05,1,1,1,111
15136,3,68,1286.7,5,4,4,544
15139,240,13,178.96,1,1,1,111
15140,52,80,2354.25,3,4,5,345
15142,46,26,498.74,3,2,3,323
15143,226,14,259.45,1,2,2,122
15144,8,217,6580.44,5,5,5,555
15145,4,67,1194.73,5,4,4,544
15146,165,91,1327.16,2,4,4,244
15147,240,28,623.5,1,2,3,123
15148,11,20,301.29,5,2,2,522
15149,134,23,520.8000000000001,2,2,3,223
15150,17,343,5314.47,4,5,5,455
15152,10,271,4745.69,5,5,5,555
15153,31,22,329.25,4,2,2,422
15154,75,85,296.42,2,4,2,242
15156,1,55,961.49,5,3,4,534
15157,4,125,1936.07,5,5,4,554
15158,45,7,401.40000000000003,3,1,2,312
15159,2,710,18641.010000000002,5,5,5,555
15160,357,4,158.16,1,1,1,111
15163,18,29,304.47,4,2,2,422
15164,69,103,843.05,3,4,3,343
15165,373,27,487.75,1,2,2,122
15167,321,41,163.0,1,3,1,131
15168,26,5,106.56,4,1,1,411
15171,331,5,1289.5,1,1,4,114
15172,9,110,1624.05,5,4,4,544
15174,323,11,135.75,1,1,1,111
15175,72,23,224.14,3,2,1,321
15178,260,3,40.5,1,1,1,111
15179,18,93,2206.95,4,4,5,445
15180,367,6,87.5,1,1,1,111
15181,66,16,689.4799999999999,3,2,3,323
15182,154,29,622.85,2,2,3,223
15184,29,63,406.76,4,4,2,442
15185,70,21,310.62,3,2,2,322
15186,14,19,411.41,4,2,2,422
15187,2,91,4777.18,5,4,5,545
15189,1,212,16225.39,5,5,5,555
15192,120,51,1044.32,2,3,4,234
15193,61,19,499.32,3,2,3,323
15194,3,310,7616.53,5,5,5,555
15195,3,1,3861.0,5,1,5,515
15197,11,32,1079.6100000000001,5,3,4,534
15198,92,10,193.64,2,1,1,211
15199,59,13,1268.7,3,1,4,314
15201,87,69,1236.54,2,4,4,244
15203,26,142,1827.8,4,5,4,454
15204,357,9,316.58,1,1,2,112
15205,85,37,653.24,2,3,3,233
15206,10,9,420.29999999999995,5,1,2,512
15208,1,42,870.12,5,3,3,533
15210,225,20,331.18,1,2,2,122
15211,60,52,894.4100000000001,3,3,3,333
15212,241,5,101.8,1,1,1,111
15213,319,24,328.35,1,2,2,122
15214,2,110,1661.44,5,4,4,544
15215,47,35,734.94,3,3,3,333
